processed_text,score,sentiment
watching vedio,4,neutral
the app is great love the movie and everything however about a few week ago it just stopped working on my phone would not open at all it just started working again today but that wasnt fun,4,neutral
1010,5,neutral
can you focus on updating your app to where it play episode in order instead of not giving you the option to skip or continue to the next it just end or play another show especially on drive to survive,1,positivo
the best with program choice well made movie and series 10 star,5,contento
i love to netfilx,5,contento
ware nice,5,positivo
netflix new update movie are playing blank with no picture on my android phone,1,negativo
netflix get 5 out of 5 star solely for having saving bikini bottom the sandy cheek movie and plankton the movie on here,5,neutral
kindly re add download option for window user,5,positivo
is good game,5,positivo
this is epic expect there no quality option for mobile especially android and io you got ta go to the browser and pick higher or lower quality in setting and that aswell somewhat not work should make a quality option in the netflix mobile that will be a 5 star,4,insatisfecho
just changed to the version with ad but it will not let me cast to my tv i may just drop it for awhile until i hear they have the bug worked out,1,negativo
this streaming service going down hill and it going hard from bad original to no password sharing to now garbage ad lmao what a shame would give 0stars if possible,1,insatisfecho
may bayad,1,neutral
why ha this app been forced upon my phone i never installed it and i cant delete it i never intend on using netflix plz stop holding my already limited space hostage,1,insatisfecho
doesnt work on a pixel 4a,1,neutral
movie galore,5,neutral
love the anime on here,5,contento
new movie aplode,5,neutral
bht costly hy netflix,5,negativo
terrible just want to pay my bill,1,negativo
i occasionally get the your device isnt part of the netflix household for this account when i am connected to the same wifi network a other connected device netflix trying too hard to crack down on password sharing that theyre alienating their own customer that are following the rule also,1,positivo
it a best app to watch hindi dubbed series or indian movie,4,contento
i am unable to watch anything because of the continuous lagging issue please help,5,positivo
it binge worthy and ha a lot of a hollywood production plus excellent series to watch and content for all age,5,contento
there should be better pricing with membership we dont get to own the material why are we paying so much im an individual and i pay for the most basic with ad netflix took away all the stuff that made it for everyone poor or poorer it a privilege i,1,negativo
