processed_text,score,sentiment
since last samsung update getting glitched game disappears constantly causing lose awards games progress,1,positivo
awesome game addictive love,5,contento
fun game dont put lot thought,5,contento
dont understand guys making complicated champions im player im level 14000 im getting add things entertaining really frustrated days game entertaining becoming harder,1,contento
really enjoyed playing game,4,contento
candy cursh dont give daily benefits,1,negativo
fantastic game great experience,5,contento
way strengthen vision problem solving skills lol,5,contento
love playing candy crush,5,contento
cool game relax bed,5,contento
cant even buy gold bars nand videos play since updated,3,positivo
love eyes dont hurt headaches nice simple easy game thank,5,contento
fun play keep brain sharp,5,contento
love game cures boredomness,5,contento
thing talking escape stress today anything gives stress,1,insatisfecho
lovely nice play wonderful relaxing play like new update would preferred old type,5,contento
app nicethan apps amazing love,4,contento
plz add option sharing gold say coins friends friends struct level could send golds pass level using golds,5,contento
update lost progress cant skip im done level doesnt give option watching video gain extra moves lose levelquit changing stuff confusing,3,positivo
advertising abrasive play game hit x icon add open web link open game,1,positivo
core gameplay fun problem game isnt interested letting fun wants make money first foremost hard levels often difficult give unreasonably small amount moves bombard ads packs buy make game easier popups levels agonizingly long language throughout app weirdly infantilizing cant opt contests shames losing,2,enojado
would nice actually play game many ingame minigame popups feel like never see level,1,contento
im enjoying candy crush,5,positivo
nyce game good game,5,positivo
great graphicsanimations n entertaining,5,contento
good game time passes play game since 2005i enjoying game whenever play thank,3,contento
adventurous smart game good,4,contento
app keeps busy fun addicting even get sad dont win level first attempt,4,negativo
new match four square isnt working also cant purchase coupons playpoints anymore think get enough money us leave us coupons,1,negativo
cool exciting best game ever clam hours,5,contento
deleted 5 rating giving 1 previous offers got deleted like daily win adds game nowthe game good boringbtw 12462 level,1,contento
mustplay masterpiece epic gameplay 5 stars around cant put 55 perfect gaming experience absolutely blown away 5 stars game pure gold true gaming gem toptier entertainment 5 stars best game year doubt,5,contento
love candy crush saga lot,5,contento
app funny data say enjoy im connected internet,5,contento
im bored game makes happy,5,positivo
honestly best game world,5,contento
pinkish imitation original initial tutorial sequence structure weird dont like,1,negativo
fun play always always rate 5 stars3 hehee,5,contento
easyits enjoy colourful sweet,5,contento
nice game love game one decade,4,contento
add chat feature make app engaging interesting chat feature since candy crush friends system allow chatting simple text chat feature would enough adding voice messages emoji reactions could make even fun could use cloudbased system store messages avoid taking space players devices challenge adding chat feature distract players game chat,5,contento
exciting bundle active internet watching ad extra moves really love game internet intact,5,contento
absolutely best game ive ever played 2025,5,contento
candy crush saga excitement game awesome,4,contento
nice game enjoying game,5,contento
wonderful exciting every age awesome simply wow great stress buster,5,contento
candy crush saga gd game play easy hard levels,5,contento
nicebut moves makes moves complete gameapart good time pass game,4,positivo
payment virtual acc buy gold item come account candycrush saga,1,neutral
candy crush dont let player level,1,negativo
mujhe bahut pasand hai ye gam easy hai koi bhi khel sakta hai,5,positivo
please dont show contry delight adds app show kind advertisement related rummy uninstall account close 7000 right please give useless advertisement,1,positivo
love candy carsh suga game lovely game,5,contento
love game make feel happy,5,contento
wish way turn victory music effect end every game without turning ingame music really nice personally think victory music pretty annoying,4,contento
candy crush saga king always make feel happy sometimes annoying winning love,5,contento
feel like im seventh heaven amazing game,5,contento
best game ever played,4,contento
good game recently time always freze stuckcan solve problem,5,positivo
24 hours purchase didnt work restart phone tried logout login still didnt work also cant purchase anything anymore yet help center emailed wait pls solve simple problems want refund asap,1,positivo
