rating,processed_text,sentiment
1,somewhere author accept advice order protagonist round heshe must flaw however author not follow advice wisely flaw relate plot ideally make difficult protagonist achieve goals course five book nick hoffman series go mysteries wanderings poor nick flaw wrong ways seem unable perceive tenure forever dangle string 's ambiguous sexuality spend time cite last two booksinvolved caper marshmellows term danger nick series flaw alright without purpose author give serious think makeover else end series,enojado
1,comical book sin claim able sense call phone pick obviously could not sense americans not complete fool would not believe hogwash suppose next claim able shoot lightning bolt eye,insatisfecho
3,agree reviewers much true comic ghost rider 's bad nicholas cage actor do hulk give us new lead actor,negativo
4,hey wbr1310 router trouble connection drop say every 1020 minutes check link solution problem 've no issue connectivity since otherwise router everything 's suppose tojust one minor hiccup fault really get around cheap reliable router,enojado
1,contain strikingly coarse bruckner te deum produce zubin mehta unbelievable workaday slapdash nonchalance presence great judith blegen heartbreaking terrible effort,negativo
1,buy two hard disk ship end sep'12i india bring hdd india oct'12 instal one hdd find noisy computer not detect hddanother hdd work slownow travel usa ny website say not refturn goods deadline expiredi disappoint product defective sell defective goods not good businessyou must arrange collect defective hdd address 15th 16th jan 2013 refund full value freight,enojado
1,really album complete utter waste time green day record company every single person help production shenanigans not even worth attention span bsides bsides definitely not best effort could poo better songs,neutral
1,plot many coincidences would believe conner 's sister melanie 's sister could connect psycho veronica 's character poorly develop either good bad mia ashley mentally ill melanie perfectly sane end not twist poorly develop plot angry end disbelieve anyone would expect buy drivel first erica spindler novel probably last,insatisfecho
2,bleh add bawdiness stink bug random cruelty drunkenness sudden death 've almost get story start good get worse go frustrate title nothing story unless miss something,enojado
1,iranian proverb say paraphrase itthere many walnuts 's house andeveryone account forit true khomeini regime subject iranianpeople unprecedented level repression execution tortureimprisonment stone death iran not mean theiranian people forget crimes commit pahlaviregime evil savak role ashraf pahlavi herselfplayed crimes let alone money family stolefrom iranian peopleit repressive nature pahalvi regime lead touprising revolution iran unfortunately time therevolution almost nationalists intellectuals human right activitistsand either murder pahlavi regime imprisonedthus pave road khomeini gang take overyou wont see turth ms pahlavi 's book,enojado
